Anhui,安徽省,913011,Hefei,合肥市,3288965
Hainan,海南,2128285,Danzhou City,儋州市,2784610
Hainan,海南,2128285,Ding'an County,定安県,2784611
Hainan,海南,2128285,Dongfang City,东方市,2784612
Hainan,海南,2128285,Ledong Li Autonomous County,乐东黎族自治县,2784614
Hainan,海南,2128285,Lingao County,临高県,2784615
Hainan,海南,2128285,Lingshui Li Autonomous County,陵水黎族自治县,2784616
Hainan,海南,2128285,Qionghai City,琼海市,2784617
Hainan,海南,2128285,Qiongzhong Li and Miao Autonomous County,琼中黎族苗族自治县,2784618
Hainan,海南,2128285,Tunchang County,屯昌県,2784619
Hainan,海南,2128285,Wanning City,万宁市,2784620
Hainan,海南,2128285,Wenchang City,文昌市,2784621
Hainan,海南,2128285,Wuzhishan City,五指山市,2784622
Hebei,河北省,912998,Baoding City,保定市,3442995
Hebei,河北省,912998,Cangzhou,沧州市,3443418
Hebei,河北省,912998,Hengshui City,衡水市,3443419
Hebei,河北省,912998,Zhangjiakou City,张家口市,3295555
Hebei,河北省,912998,Handan City,邯郸市,3290701
Hebei,河北省,912998,Xingtai City,邢台市,3290707
Hebei,河北省,912998,Shijiazhuang City,石家庄市,3009732
Hebei,河北省,912998,Chengde City,承德市,2989561
Hebei,河北省,912998,Qinhuangdao City,秦皇岛市,2989562
Hebei,河北省,912998,Langfang City,廊坊市,2989329
Hebei,河北省,912998,Tangshan City,唐山市,2989001
Heilongjiang,黑龙江省,199073,Mudanjiang City,牡丹江市,2755604
Heilongjiang,黑龙江省,199073,Harbin,哈尔滨市,2755608
Heilongjiang,黑龙江省,199073,Qiqihar City,齐齐哈尔市,2755137
Heilongjiang,黑龙江省,199073,Daqing City,大庆市,2755197
Heilongjiang,黑龙江省,199073,Jiamusi City,佳木斯市,206437
Heilongjiang,黑龙江省,199073,Yichun City,伊春市,2755605
Heilongjiang,黑龙江省,199073,Hegang City,鹤岗市,199170
Heilongjiang,黑龙江省,199073,Shuangyashan City,双鸭山市,203483
Heilongjiang,黑龙江省,199073,Jixi,鸡西市,199188
Heilongjiang,黑龙江省,199073,Qitaihe City,七台河市,199174
Heilongjiang,黑龙江省,199073,Suihua City,绥化市,2755376
Heilongjiang,黑龙江省,199073,Heihe City,黑河市,2754980
Heilongjiang,黑龙江省,199073,Daxing'anling Prefecture,大兴安岭地区,199127
Henan,河南,407492,Zhoukou City,周口市,3284144
Henan,河南,407492,Luohe City,漯河市,3284027
Henan,河南,407492,Kaifeng City,开封市,3283913
Henan,河南,407492,Xuchang City,许昌市,3283887
Henan,河南,407492,Zhengzhou,郑州市,3283765
Henan,河南,407492,Pingdingshan City,平顶山市,3259379
Henan,河南,407492,Zhumadian City,驻马店市,3259366
Henan,河南,407492,Luoyang City,洛阳,3246491
Henan,河南,407492,Jiaozuo City,焦作市,3237564
Henan,河南,407492,Xinxiang City,新乡市,3237011
Henan,河南,407492,Shangqiu City,商丘市,3218285
Henan,河南,407492,Xinyang City,信阳市,3218104
Henan,河南,407492,Nanyang City,南阳市,3206852
Henan,河南,407492,Puyang City,濮阳市,3060567
Henan,河南,407492,Sanmenxia City,三门峡市,2992284
Henan,河南,407492,Anyang City,安阳市,4433277
Henan,河南,407492,Hebi City,鹤壁市,4433278
Hubei,湖北省,913106,Wuhan,武汉市,3076268
Hubei,湖北省,913106,Huangshi,黄石市,3086592
Hubei,湖北省,913106,Shiyan,十堰市,3206796
Hubei,湖北省,913106,Yichang,宜昌市,2983923
Hubei,湖北省,913106,Xiangyang,襄阳市,3216590
Hubei,湖北省,913106,Ezhou,鄂州市,3086618
Hubei,湖北省,913106,Jingmen,荆门市,3219965
Hubei,湖北省,913106,Xiaogan,孝感市,3216406
Hubei,湖北省,913106,Jingzhou,荆州市,2709754
Hubei,湖北省,913106,Huanggang,黄冈市,3144169
Hubei,湖北省,913106,Xianning,咸宁市,3106518
Hubei,湖北省,913106,Suizhou,随州市,3216520
Hubei,湖北省,913106,Enshi Tujia and Miao Autonomous Prefecture,恩施土家族苗族自治州,2984075
Hubei,湖北省,913106,Xiantao,仙桃市,3258834
Hubei,湖北省,913106,Qianjiang City,潜江市,3258831
Hubei,湖北省,913106,Tianmen,天门市,3258833
Hubei,湖北省,913106,Shennongjia,神农架林区,2984052
Hunan,湖南省,913073,Loudi City,娄底市,3070610
Hunan,湖南省,913073,Huaihua City,怀化市,2773826
Hunan,湖南省,913073,Changsha City,长沙市,3202711
Hunan,湖南省,913073,Xiangtan City,湘潭市,3202624
Hunan,湖南省,913073,Yiyang City,益阳市,3202593
Hunan,湖南省,913073,Yueyang,岳阳市,3202467
Hunan,湖南省,913073,Changde City,常德市,3161246
Hunan,湖南省,913073,Hengyang City,衡阳市,3156043
Hunan,湖南省,913073,Zhangjiajie City,张家界市,3152588
Hunan,湖南省,913073,Yongzhou City,永州市,3149752
Hunan,湖南省,913073,Chenzhou City,郴州市,3123920
Hunan,湖南省,913073,Shaoyang City,邵阳市,3075378
Hunan,湖南省,913073,Zhuzhou City,株洲市,2972720
Hunan,湖南省,913073,Xiangxi Tujia and Miao Autonomous Prefecture,湘西州,2972168
Jiangsu,江苏省,913012,Changzhou,常州市,3429666
Jiangsu,江苏省,913012,Huai'an,淮安市,3429722
Jiangsu,江苏省,913012,Lianyungang City,连云港市,3320347
Jiangsu,江苏省,913012,Nanjing City,南京市,2131524
Jiangsu,江苏省,913012,Nantong City,南通市,4430899
Jiangsu,江苏省,913012,Suqian City,宿迁市,3293941
Jiangsu,江苏省,913012,Suzhou City,苏州市,4430941
Jiangsu,江苏省,913012,Taizhou City,泰州市,4430874
Jiangsu,江苏省,913012,Wuxi City,无锡市,4430942
Jiangsu,江苏省,913012,Xuzhou City,徐州市,3218572
Jiangsu,江苏省,913012,Yancheng City,塩城市,3473496
Jiangsu,江苏省,913012,Yangzhou City,扬州市,4430826
Jiangsu,江苏省,913012,Zhenjiang,镇江市,3429680
Jiangxi,江西,913109,Yingtan,鹰潭市,3245900
Jiangxi,江西,913109,Jingdezhen,景德镇市,3224017
Jiangxi,江西,913109,Jiujiang,九江市,3190361
Jiangxi,江西,913109,Pingxiang,萍乡市,3189984
Jiangxi,江西,913109,Xinyu,新余市,3182912
Jiangxi,江西,913109,Yichun,宜春市,3182923
Jiangxi,江西,913109,Fuzhou,抚州市,3182605
Jiangxi,江西,913109,Ganzhou,赣州市,3180745
Jiangxi,江西,913109,Shangrao,上饶市,3046790
Jiangxi,江西,913109,Ji'an City,吉安市,2950516
Jiangxi,江西,913109,Nanchang,南昌市,3169865
Jilin,吉林省,198590,Changchun City,长春市,2763992
Jilin,吉林省,198590,Jilin City,吉林市,2764055
Jilin,吉林省,198590,Liaoyuan City,辽源市,2764045
Jilin,吉林省,198590,Siping City,四平市,2763795
Jilin,吉林省,198590,Songyuan City,松原市,2763775
Jilin,吉林省,198590,Baicheng City,白城市,2763763
Jilin,吉林省,198590,Tonghua City,通化市,2762954
Jilin,吉林省,198590,Baishan City,白山市,2762626
Jilin,吉林省,198590,Yanbian,延边朝鲜族自治州,2761941
Liaoning,辽宁,912942,Anshan City,鞍山市,2769683
Liaoning,辽宁,912942,Yingkou City,营口市,2771992
Liaoning,辽宁,912942,Panjin City,盘锦市,2771970
Liaoning,辽宁,912942,Jinzhou City,锦州市,2770977
Liaoning,辽宁,912942,Huludao City,葫芦岛市,2769902
Liaoning,辽宁,912942,Chaoyang City,朝阳市,2769829
Liaoning,辽宁,912942,Fuxin City,阜新市,2769803
Liaoning,辽宁,912942,Tieling City,铁岭市,2767515
Liaoning,辽宁,912942,Shenyang City,沈阳市,2769604
Liaoning,辽宁,912942,Liaoyang City,辽阳市,2769643
Liaoning,辽宁,912942,Fushun City,抚顺市,2766526
Liaoning,辽宁,912942,Benxi City,本溪市,2766193
Liaoning,辽宁,912942,Dalian City,大连市,2764565
Liaoning,辽宁,912942,Dandong City,丹东市,9638643
Qinghai,青海,153269,Xining City,西宁市,2707990
Qinghai,青海,153269,Golog Tibetan Autonomous Prefecture,果洛藏族自治州,2707987
Qinghai,青海,153269,Haibei Tibetan Autonomous Prefecture,海北藏族自治州,2707655
Qinghai,青海,153269,Haidong City,海东市,2707988
Qinghai,青海,153269,Hainan Tibetan Autonomous Prefecture,海南藏族自治州,2707863
Qinghai,青海,153269,Haixi Mongol and Tibetan Autonomous Prefecture,海西蒙古族藏族自治州,2707989
Qinghai,青海,153269,Huangnan Tibetan Autonomous Prefecture,黄南藏族自治州,2707864
Qinghai,青海,153269,Yushu Tibetan Autonomous Prefecture,玉树藏族自治州,2707991
Shanxi,山西省,913105,Jinzhong City,晋中市,3296587
Shanxi,山西省,913105,Taiyuan City,太原市,3296588
Shanxi,山西省,913105,Linfen City,临汾市,3286003
Shanxi,山西省,913105,Yangquan City,阳泉市,3285005
Shanxi,山西省,913105,Lvliang City,吕梁市,3263826
Shanxi,山西省,913105,Jincheng City,晋城市,3237073
Shanxi,山西省,913105,Datong City,大同市,3008552
Shanxi,山西省,913105,Yuncheng City,运城市,3224229
Shanxi,山西省,913105,Shuozhou City,朔州市,3008553
Shanxi,山西省,913105,Xinzhou City,忻州市,3008569
Shanxi,山西省,913105,Changzhi City,长治市,2963917
Ningxia,宁夏回族自治区,913101,Wuzhong City,吴忠市,3307137
Ningxia,宁夏回族自治区,913101,Yinchuan City,银川市,3307138
Ningxia,宁夏回族自治区,913101,Shizuishan City,石嘴山市,3307098
Ningxia,宁夏回族自治区,913101,Zhongwei City,中卫市,2793622
Ningxia,宁夏回族自治区,913101,Guyuan City,固原市,2793583
Xinjiang,新疆,153310,Ulumqi,乌鲁木齐市,2752472
Xinjiang,新疆,153310,Karamay City,克拉玛依市,2751491
Xinjiang,新疆,153310,Turpan,吐鲁番市,2747197
Xinjiang,新疆,153310,Hami,哈密,2747108
Xinjiang,新疆,153310,Aksu Prefecture,阿克苏地区,2748825
Xinjiang,新疆,153310,Kashgar Prefecture,喀什地区,2748436
Xinjiang,新疆,153310,Hotan Prefecture,和田地区,2748339
Xinjiang,新疆,153310,Changji Hui Autonomous Prefecture,昌吉回族自治州,2752412
Xinjiang,新疆,153310,Bortala Mongol Autonomous Prefecture,博尔塔拉蒙古自治州,239457
Xinjiang,新疆,153310,Bayingolin Mongol Autonomous Prefecture,巴音郭楞蒙古自治州,2747242
Xinjiang,新疆,153310,Kizilsu Kirghiz Autonomous Prefecture,克孜勒苏柯尔克孜自治州,2710679
Xinjiang,新疆,153310,Ili Kazakh Autonomous Prefecture,伊犁哈萨克自治州,2750980
Xinjiang,新疆,153310,Shihezi City,石河子市,3431881
Xinjiang,新疆,153310,Aral City,阿拉尔市,2748887
Xinjiang,新疆,153310,Tumxuk City,图木舒克市,2748778
Xinjiang,新疆,153310,Wujiaqu City,五家渠市,2752471
Xinjiang,新疆,153310,Beitun City,北屯市,9077256
Xinjiang,新疆,153310,Tiemenguan City,铁门关市,7002046
Xinjiang,新疆,153310,Shuanghe City,双河市,9068337
Xinjiang,新疆,153310,Kokdala City,可克达拉市,7027725
Xinjiang,新疆,153310,Kunyu,昆玉市,9051185
Tibet,西藏,153292,Lhasa,拉萨市,2745046
Tibet,西藏,153292,Shigatse,日喀则市,2744623
Tibet,西藏,153292,Chamdo City,昌都市,2734866
Tibet,西藏,153292,Nyingchi City,林芝市,2734427
Tibet,西藏,153292,Shannan,山南市,2743978
Tibet,西藏,153292,Nagqu City,那曲市,2744938
Tibet,西藏,153292,Ngari Prefecture,阿里地区,1997914
Inner Mongolia,内蒙古,161349,Hinggan League,兴安盟,2753442
Inner Mongolia,内蒙古,161349,Xilingol League,锡林郭勒盟,2753029
Inner Mongolia,内蒙古,161349,Chifeng City,赤峰市,2753364
Inner Mongolia,内蒙古,161349,Tongliao City,通辽市,2753408
Inner Mongolia,内蒙古,161349,Baotou City,包头市,2752954
Inner Mongolia,内蒙古,161349,Ulanqab City,乌兰察布市,2752977
Inner Mongolia,内蒙古,161349,Hohhot City,呼和浩特市,2752851
Inner Mongolia,内蒙古,161349,Wuhai City,乌海市,2752805
Inner Mongolia,内蒙古,161349,Bayannur City,巴彦淖尔市,2752813
Inner Mongolia,内蒙古,161349,Alxa League,阿拉善盟,2752743
Inner Mongolia,内蒙古,161349,Ordos City,鄂尔多斯市,2752781
Inner Mongolia,内蒙古,161349,Hulunbuir,呼伦贝尔市,161769
Beijing,北京,912940,Beijing,北京,912940,Changping District,昌平区,2988894
Beijing,北京,912940,Beijing,北京,912940,Chaoyang District,朝阳区,2988933
Beijing,北京,912940,Beijing,北京,912940,Daxing District,大兴区,2988895
Beijing,北京,912940,Beijing,北京,912940,Dongcheng District,东城区,288600
Beijing,北京,912940,Beijing,北京,912940,Fangshan District,房山区,2988896
Beijing,北京,912940,Beijing,北京,912940,Fengtai District,丰台区,2988946
Beijing,北京,912940,Beijing,北京,912940,Haidian District,海淀区,5505984
Beijing,北京,912940,Beijing,北京,912940,Huairou District,怀柔区,2988897
Beijing,北京,912940,Beijing,北京,912940,Mentougou District,门头沟区,2988898
Beijing,北京,912940,Beijing,北京,912940,Miyun District,密云区,2988899
Beijing,北京,912940,Beijing,北京,912940,Pinggu District,平谷区,2988900
Beijing,北京,912940,Beijing,北京,912940,Shijingshan District,石景山区,5505985
Beijing,北京,912940,Beijing,北京,912940,Shunyi District,顺义区,2988901
Beijing,北京,912940,Beijing,北京,912940,Tongzhou District,通州区,2988902
Beijing,北京,912940,Beijing,北京,912940,Xicheng District,西城区,568660
Beijing,北京,912940,Beijing,北京,912940,Yanqing County,延庆县,2988903
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Yongchuan District,永川区,2693404
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Chengkou County,城口县,2089846
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Dazu District,大足区,2693398
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Fengjie County,奉节县,2692014
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Kaizhou District,开州区,2692015
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Liangping District,梁平区,2692016
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Tongliang District,铜梁区,2693403
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Wanzhou,万州区,2692017
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Wushan County,巫山县,2692018
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Wuxi County,巫溪县,2692019
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Yunyang County,云阳县,2692020
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Zhong County,忠县,2692021
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Youyang Miao and Tujia Autonomous County,酉阳土家族苗族自治县,2693035
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Xiushan Miao and Tujia Autonomous County,秀山土家族苗族自治县,2693034
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Qianjiang District,黔江区,2693032
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Pengshui Miao and Tujia Autonomous County,彭水苗族土家族自治县,2693031
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Shizhu Tujia Autonomous County,石柱土家族自治县,2693033
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Dianjiang County,垫江县,2693275
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Fengdu County,丰都县,2693276
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Fuling District,涪陵区,2693277
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Nanchuan District,南川区,2693278
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Wulong District,武隆区,2693279
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Dadukou District,大渡口区,4738522
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Jiangbei District,江北区,2693314
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Jiulongpo District,九龙坡区,4738524
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Nan'an District,南岸区,2693315
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Shapingba District,沙坪坝区,4738519
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Yuzhong District,渝中区,4738525
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Changshou District,长寿区,2693397
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Yubei District,渝北区,2693405
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Central Chongqing,重庆市中心,2693316
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Fuling Region,原地级涪陵市范围,2693280
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Qianjiang Region,黔江地区,2693036
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Wanzhou Region,武威,2692022
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Qijiang District,綦江区,2693401
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Jiangjin District,江津区,2693400
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Banan District,巴南区,2693394
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Bishan District,璧山区,2693396
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Beibei District,北碚区,2693395
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Hechuan District,合川区,2693399
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Tongnan District,潼南区,2194821
Chongqing,重庆市,913069,Chongqing,重庆市,913069,Rongchang District,荣昌区,2693402
Shanghai,上海市,913067,Shanghai,上海市,913067,Jing'an District,静安区,398353
Shanghai,上海市,913067,Shanghai,上海市,913067,Xuhui District,徐汇,1278188
Shanghai,上海市,913067,Shanghai,上海市,913067,Putuo District,普陀,398886
Shanghai,上海市,913067,Shanghai,上海市,913067,Huangpu District,黄埔,371650
Shanghai,上海市,913067,Shanghai,上海市,913067,Hongkou District,虹口,398351
Shanghai,上海市,913067,Shanghai,上海市,913067,Changning District,长宁,398899
Shanghai,上海市,913067,Shanghai,上海市,913067,Pudong,浦东,398348
Shanghai,上海市,913067,Shanghai,上海市,913067,Yangpu District,杨浦,398350
Shanghai,上海市,913067,Shanghai,上海市,913067,Jiading District,嘉定,1673543
Shanghai,上海市,913067,Shanghai,上海市,913067,Minhang District,闵行,1278189
Shanghai,上海市,913067,Shanghai,上海市,913067,Baoshan District,宝山,398374
Shanghai,上海市,913067,Shanghai,上海市,913067,Chongming District,崇明,3292750
Shanghai,上海市,913067,Shanghai,上海市,913067,Fengxian District,奉贤,3292751
Shanghai,上海市,913067,Shanghai,上海市,913067,Qingpu District,青浦,3292760
Shanghai,上海市,913067,Shanghai,上海市,913067,Jinshan District,金山,3292756
Tianjin,天津市,912999,Tianjin,天津市,912999,Jinghai District,静海区,3286895
Tianjin,天津市,912999,Tianjin,天津市,912999,Dongli District,东丽区,3286888
Tianjin,天津市,912999,Tianjin,天津市,912999,Beichen District,北辰区,3286886
Tianjin,天津市,912999,Tianjin,天津市,912999,Nankai District,南开区,3286897
Tianjin,天津市,912999,Tianjin,天津市,912999,Ji County,蓟县,3286894
Tianjin,天津市,912999,Tianjin,天津市,912999,Baodi District,宝坻区,3286885
Tianjin,天津市,912999,Tianjin,天津市,912999,Xiqing District,西青区,3286900
Tianjin,天津市,912999,Tianjin,天津市,912999,Hongqiao District,红桥区,3286893
Tianjin,天津市,912999,Tianjin,天津市,912999,Heping District,和平区,3286891
Tianjin,天津市,912999,Tianjin,天津市,912999,Jinnan District,津南区,3286896
Tianjin,天津市,912999,Tianjin,天津市,912999,Binhai New Area,滨海新区,3286887
Tianjin,天津市,912999,Tianjin,天津市,912999,Hexi District,河西区,3286892
Tianjin,天津市,912999,Tianjin,天津市,912999,Wuqing District,武清区,3286899
Tianjin,天津市,912999,Tianjin,天津市,912999,Hebei District,河北区,3286889
Tianjin,天津市,912999,Tianjin,天津市,912999,Hedong District,河东区,3286890
Tianjin,天津市,912999,Tianjin,天津市,912999,Ninghe County,宁河区,3286898
Hong Kong,香港,913110,Hong Kong,香港,913110,New Territories,新界,10268964
Hong Kong,香港,913110,Hong Kong,香港,913110,Kowloon,九龙,10268797
Hong Kong,香港,913110,Hong Kong,香港,913110,Hong Kong Island,香港岛,10264792
Macau,澳门,1867188,Macau,澳门,1867188,Municipality of Macau,澳门市,9506158
Macau,澳门,1867188,Macau,澳门,1867188,Taipa,凼仔,5758868
Macau,澳门,1867188,Macau,澳门,1867188,Cotai Landfill Zone,路凼填海区,5758867
Macau,澳门,1867188,Macau,澳门,1867188,Coloane,路环,5758869
Shandong,山东省,913006,Liaocheng City,聊城市,3485816
Shandong,山东省,913006,Binzhou City,滨州市,4434116
Shandong,山东省,913006,Dezhou City,德州市,3485982
Shandong,山东省,913006,Dongying City,东营市,4433983
Shandong,山东省,913006,Heze City,菏泽市,3284918
Shandong,山东省,913006,Jinan City,济南市,3486449
Shandong,山东省,913006,Jining City,济宁市,3286961
Shandong,山东省,913006,Qingdao City,青岛市,3469133
Shandong,山东省,913006,Rizhao City,日照市,3485666
Shandong,山东省,913006,Tai'an City,泰安市,3486494
Shandong,山东省,913006,Weifang City,潍坊市,3468564
Shandong,山东省,913006,Weihai,威海市,3307448
Shandong,山东省,913006,Yantai City,烟台市,3469843
Shandong,山东省,913006,Zaozhuang City,枣庄市,3246762
Shandong,山东省,913006,Zibo City,淄博市,3468503
Shandong,山东省,913006,Linyi City,临沂市,2801712
Shaanxi,陕西省,913100,Tongchuan City,铜川市,3226142
Shaanxi,陕西省,913100,Xi'an,西安市,3226004
Shaanxi,陕西省,913100,Xianyang City,咸阳市,3221020
Shaanxi,陕西省,913100,Baoji City,宝鸡市,3048442
Shaanxi,陕西省,913100,Weinan City,渭南市,3028621
Shaanxi,陕西省,913100,Yan'an City,延安市,3020001
Shaanxi,陕西省,913100,Yulin City,榆林市,3016353
Shaanxi,陕西省,913100,Ankang City,安康市,2996866
Shaanxi,陕西省,913100,Shangluo City,商洛市,2971129
Shaanxi,陕西省,913100,Hanzhong City,汉中市,2967716
Sichuan,四川省,913068,Zigong City,自贡市,2791218
Sichuan,四川省,913068,Yibin City,宜宾市,2791229
Sichuan,四川省,913068,Meishan City,眉山市,2789926
Sichuan,四川省,913068,Leshan City,乐山市,2789892
Sichuan,四川省,913068,Ya'an City,雅安市,2789731
Sichuan,四川省,913068,Neijiang City,内江市,2789481
Sichuan,四川省,913068,Luzhou City,泸州市,2789344
Sichuan,四川省,913068,Ziyang City,资阳市,2788724
Sichuan,四川省,913068,Suining City,遂宁市,2788710
Sichuan,四川省,913068,Nanchong City,南充市,2787937
Sichuan,四川省,913068,Guang'an City,广安市,2787851
Sichuan,四川省,913068,Dazhou City,达州市,2787741
Sichuan,四川省,913068,Bazhong City,巴中市,2787658
Sichuan,四川省,913068,Guangyuan City,广元市,2787606
Sichuan,四川省,913068,Chengdu City,成都市,2110264
Sichuan,四川省,913068,Deyang City,德阳市,2787561
Sichuan,四川省,913068,Garzê Tibetan Autonomous Prefecture,甘孜藏族自治州,2049312
Sichuan,四川省,913068,Mianyang City,绵阳市,2787464
Sichuan,四川省,913068,Ngawa Tibetan and Qiang Autonomous Prefecture,阿坝藏族羌族自治州,2110265
Sichuan,四川省,913068,Panzhihua City,攀枝花市,2785689
